id,year,label
112,2004,greater than 30
112,2005,greater than 30
112,2006,greater than 30
112,2007,greater than 30
112,2008,greater than 30
112,2009,greater than 30
112,2010,greater than 30
112,2011,greater than 30
112,2012,greater than 30
112,2013,greater than 30
112,2014,greater than 30
112,2017,greater than 30
112,2018,greater than 30
112,2019,greater than 30
113,2019,greater than 30
114,2003,greater than 30
114,2004,greater than 30
114,2005,greater than 30
114,2006,greater than 30
114,2007,greater than 30
114,2008,greater than 30
114,2009,greater than 30
114,2010,greater than 30
114,2011,greater than 30
114,2012,greater than 30
114,2013,greater than 30
114,2014,greater than 30
114,2015,greater than 30
114,2016,greater than 30
114,2017,greater than 30
114,2018,greater than 30
114,2019,greater than 30
115,2004,[0-30)
115,2005,[0-30)
115,2006,[0-30)
116,2015,[0-30)
116,2016,[0-30)
116,2017,[0-30)
116,2018,[0-30)
117,2016,greater than 30
118,2010,[0-30)
119,1991,greater than 30
119,1992,[0-30)
119,1993,[0-30)
119,1996,[0-30)
119,1999,greater than 30
120,2011,greater than 30
120,2013,greater than 30
120,2015,greater than 30
120,2017,greater than 30
121,1996,[0-30)
121,1997,[0-30)
121,2000,[0-30)
121,2002,greater than 30
121,2004,greater than 30
121,2006,greater than 30
121,2008,greater than 30
121,2010,greater than 30
121,2012,greater than 30
121,2014,greater than 30
121,2016,greater than 30
121,2018,greater than 30
122,1983,[0-30)
122,1985,[0-30)
123,2001,greater than 30
123,2002,[0-30)
123,2014,greater than 30
123,2015,[0-30)
123,2016,greater than 30
123,2017,[0-30)
123,2018,greater than 30
123,2019,[0-30)
124,1989,greater than 30
124,1990,greater than 30
124,1991,[0-30)
124,1992,[0-30)
124,1993,[0-30)
124,1994,greater than 30
124,1996,[0-30)
124,1997,greater than 30
124,1998,greater than 30
124,1999,greater than 30
124,2000,greater than 30
124,2001,greater than 30
124,2002,greater than 30
124,2003,greater than 30
124,2004,greater than 30
124,2005,greater than 30
124,2006,greater than 30
124,2007,greater than 30
124,2008,greater than 30
124,2009,greater than 30
124,2010,greater than 30
124,2011,greater than 30
124,2012,greater than 30
124,2013,greater than 30
124,2014,greater than 30
124,2015,greater than 30
124,2016,greater than 30
124,2017,greater than 30
124,2018,greater than 30
125,2000,greater than 30
125,2001,greater than 30
125,2002,greater than 30
125,2003,greater than 30
125,2004,greater than 30
125,2005,greater than 30
125,2006,greater than 30
125,2007,[0-30)
125,2008,[0-30)
125,2009,[0-30)
125,2010,[0-30)
125,2011,[0-30)
125,2012,[0-30)
125,2014,[0-30)
125,2015,[0-30)
125,2016,greater than 30
126,1998,[0-30)
126,2001,[0-30)
126,2003,greater than 30
126,2004,[0-30)
126,2005,greater than 30
126,2006,[0-30)
126,2007,greater than 30
126,2008,[0-30)
126,2009,[0-30)
126,2010,greater than 30
126,2011,[0-30)
126,2012,[0-30)
126,2013,[0-30)
126,2014,[0-30)
126,2015,[0-30)
126,2016,[0-30)
126,2017,[0-30)
126,2018,[0-30)
127,1996,greater than 30
127,1997,greater than 30
127,1998,greater than 30
127,2000,greater than 30
128,2014,[0-30)
128,2015,greater than 30
128,2016,[0-30)
128,2017,[0-30)
128,2018,[0-30)
128,2019,[0-30)
128,2020,[0-30)
129,2011,greater than 30
129,2012,greater than 30
129,2013,greater than 30
129,2014,greater than 30
129,2015,greater than 30
129,2016,greater than 30
129,2017,greater than 30
129,2018,greater than 30
130,2006,greater than 30
131,2003,[0-30)
131,2004,greater than 30
131,2005,[0-30)
131,2006,[0-30)
131,2007,[0-30)
131,2017,greater than 30
131,2018,greater than 30
131,2019,greater than 30
132,2011,greater than 30
133,2002,[0-30)
133,2003,[0-30)
134,1983,[0-30)
134,1984,[0-30)
134,1986,[0-30)
134,1987,[0-30)
134,1991,[0-30)
134,1992,[0-30)
134,1993,[0-30)
134,1994,greater than 30
134,1995,greater than 30
134,1996,greater than 30
134,1997,[0-30)
134,1998,[0-30)
134,1999,greater than 30
134,2000,[0-30)
134,2001,greater than 30
134,2002,[0-30)
134,2003,greater than 30
134,2004,[0-30)
134,2005,[0-30)
134,2006,[0-30)
134,2007,[0-30)
134,2008,[0-30)
134,2009,[0-30)
134,2010,[0-30)
134,2011,[0-30)
134,2012,[0-30)
134,2013,[0-30)
134,2014,[0-30)
134,2015,[0-30)
134,2016,[0-30)
134,2017,[0-30)
134,2018,[0-30)
135,2007,[0-30)
136,1994,greater than 30
137,1994,greater than 30
137,1995,[0-30)
137,1996,[0-30)
137,1997,greater than 30
137,1998,greater than 30
137,1999,greater than 30
137,2000,greater than 30
137,2001,[0-30)
137,2002,greater than 30
137,2003,greater than 30
137,2004,greater than 30
137,2005,greater than 30
137,2006,greater than 30
137,2007,greater than 30
137,2008,greater than 30
137,2009,greater than 30
137,2010,greater than 30
137,2011,greater than 30
137,2012,greater than 30
137,2013,greater than 30
137,2014,greater than 30
137,2015,greater than 30
137,2016,greater than 30
137,2017,greater than 30
137,2018,greater than 30
137,2019,[0-30)
138,1977,[0-30)
138,1978,[0-30)
138,1979,[0-30)
138,1981,[0-30)
138,1982,[0-30)
138,1984,[0-30)
139,1990,[0-30)
139,1993,[0-30)
139,1994,[0-30)
139,1995,[0-30)
139,1996,[0-30)
139,1998,[0-30)
139,1999,[0-30)
139,2000,[0-30)
139,2001,[0-30)
139,2002,[0-30)
139,2003,[0-30)
139,2004,[0-30)
139,2005,[0-30)
139,2006,[0-30)
139,2007,[0-30)
139,2008,[0-30)
139,2009,[0-30)
139,2010,[0-30)
139,2011,[0-30)
139,2012,[0-30)
139,2013,[0-30)
139,2014,[0-30)
139,2015,greater than 30
139,2016,greater than 30
139,2017,[0-30)
139,2018,greater than 30
140,2001,[0-30)
140,2003,[0-30)
140,2004,[0-30)
141,2011,greater than 30
141,2012,[0-30)
141,2013,greater than 30
142,2002,[0-30)
142,2004,[0-30)
142,2012,[0-30)
142,2013,[0-30)
142,2014,[0-30)
142,2015,[0-30)
142,2016,[0-30)
142,2017,[0-30)
142,2018,[0-30)
143,1996,[0-30)
143,1997,[0-30)
143,1998,[0-30)
143,1999,[0-30)
143,2000,[0-30)
143,2001,[0-30)
143,2002,[0-30)
143,2004,[0-30)
143,2006,[0-30)
143,2007,[0-30)
143,2008,[0-30)
143,2010,[0-30)
143,2011,[0-30)
143,2012,[0-30)
143,2013,[0-30)
143,2014,[0-30)
143,2015,[0-30)
144,2018,greater than 30
144,2019,[0-30)
145,2003,[0-30)
145,2004,greater than 30
145,2005,greater than 30
145,2006,greater than 30
145,2007,[0-30)
145,2008,greater than 30
145,2009,greater than 30
145,2010,[0-30)
145,2011,[0-30)
145,2012,greater than 30
145,2013,[0-30)
145,2014,greater than 30
145,2015,greater than 30
145,2016,[0-30)
145,2017,greater than 30
145,2018,greater than 30
146,2009,greater than 30
146,2010,greater than 30
146,2011,[0-30)
146,2012,[0-30)
146,2013,[0-30)
146,2014,[0-30)
146,2015,[0-30)
146,2016,greater than 30
146,2017,[0-30)
146,2018,[0-30)
146,2019,[0-30)
147,2003,greater than 30
147,2006,greater than 30
147,2009,greater than 30
147,2012,greater than 30
147,2015,greater than 30
147,2018,greater than 30
148,2001,[0-30)
148,2002,[0-30)
148,2003,[0-30)
149,1995,[0-30)
149,1996,[0-30)
149,1997,[0-30)
149,1998,greater than 30
149,1999,greater than 30
149,2000,[0-30)
150,2005,greater than 30
150,2006,greater than 30
150,2007,greater than 30
150,2008,greater than 30
150,2009,greater than 30
150,2010,greater than 30
150,2011,greater than 30
150,2012,greater than 30
150,2013,greater than 30
150,2014,greater than 30
150,2016,greater than 30
150,2017,greater than 30
150,2018,greater than 30
151,2009,[0-30)
151,2010,[0-30)
151,2011,[0-30)
151,2012,[0-30)
151,2013,[0-30)
151,2014,[0-30)
151,2015,[0-30)
152,2010,[0-30)
152,2011,[0-30)
152,2012,[0-30)
153,2009,greater than 30
153,2011,greater than 30
153,2013,[0-30)
153,2014,greater than 30
154,2004,greater than 30
155,1982,[0-30)
155,1983,greater than 30
155,1984,[0-30)
155,1985,[0-30)
155,1986,greater than 30
155,1987,[0-30)
155,1988,greater than 30
155,1990,[0-30)
155,1991,[0-30)
156,2000,greater than 30
156,2002,greater than 30
156,2004,greater than 30
156,2006,greater than 30
157,1995,[0-30)
157,1996,[0-30)
157,1997,[0-30)
157,1998,[0-30)
157,1999,[0-30)
157,2000,[0-30)
157,2001,[0-30)
157,2002,[0-30)
157,2003,greater than 30
157,2004,[0-30)
157,2005,[0-30)
157,2006,[0-30)
157,2007,[0-30)
157,2008,[0-30)
157,2009,[0-30)
157,2010,[0-30)
157,2011,[0-30)
157,2012,[0-30)
157,2013,[0-30)
157,2014,[0-30)
157,2015,[0-30)
157,2016,[0-30)
157,2017,[0-30)
157,2018,[0-30)
158,2014,greater than 30
158,2015,greater than 30
158,2016,greater than 30
158,2018,[0-30)
159,2011,[0-30)
159,2012,[0-30)
160,2000,greater than 30
160,2004,[0-30)
160,2005,[0-30)
161,2016,[0-30)
161,2017,[0-30)
161,2018,[0-30)
162,1966,greater than 30
162,1967,greater than 30
162,1968,greater than 30
162,1969,greater than 30
162,1970,greater than 30
162,1971,greater than 30
162,1972,greater than 30
162,1973,greater than 30
162,1974,greater than 30
162,1975,greater than 30
162,1976,greater than 30
162,1977,greater than 30
162,1978,greater than 30
162,1980,greater than 30
162,1981,greater than 30
162,1982,greater than 30
162,1983,greater than 30
162,1984,greater than 30
163,2008,greater than 30
163,2011,greater than 30
164,1995,[0-30)
164,1996,[0-30)
164,1998,[0-30)
164,1999,[0-30)
164,2002,[0-30)
164,2003,[0-30)
164,2004,[0-30)
164,2005,[0-30)
164,2008,[0-30)
164,2009,[0-30)
165,1997,[0-30)
165,2000,[0-30)
166,2008,[0-30)
166,2009,[0-30)
166,2010,[0-30)
166,2011,[0-30)
166,2012,[0-30)
166,2013,[0-30)
166,2014,[0-30)
166,2016,[0-30)
166,2017,[0-30)
166,2018,[0-30)
166,2019,[0-30)
167,2017,[0-30)
167,2018,[0-30)
167,2019,[0-30)
168,2016,greater than 30
168,2018,greater than 30
169,2009,[0-30)
169,2010,[0-30)
169,2011,[0-30)
169,2012,greater than 30
169,2013,greater than 30
169,2014,greater than 30
169,2015,[0-30)
169,2016,greater than 30
169,2017,greater than 30
169,2018,[0-30)
170,2015,greater than 30
170,2017,greater than 30
171,2001,[0-30)
171,2003,[0-30)
171,2004,[0-30)
171,2006,[0-30)
171,2007,[0-30)
171,2009,[0-30)
171,2010,[0-30)
172,2002,greater than 30
173,1994,[0-30)
174,2000,[0-30)
174,2003,[0-30)
174,2004,[0-30)
175,2001,[0-30)
175,2003,[0-30)
176,1997,greater than 30
176,1998,greater than 30
176,1999,greater than 30
176,2000,greater than 30
176,2001,greater than 30
177,2012,[0-30)
177,2013,[0-30)
177,2014,[0-30)
177,2015,[0-30)
177,2016,[0-30)
177,2017,[0-30)
177,2018,[0-30)
178,2006,[0-30)
178,2007,[0-30)
178,2008,greater than 30
178,2011,greater than 30
178,2012,greater than 30
178,2013,[0-30)
178,2014,greater than 30
178,2015,greater than 30
178,2016,greater than 30
178,2017,[0-30)
178,2018,greater than 30
178,2019,[0-30)
179,2007,[0-30)
179,2008,[0-30)
179,2009,[0-30)
179,2010,[0-30)
179,2011,[0-30)
179,2012,[0-30)
179,2013,greater than 30
179,2014,[0-30)
179,2015,greater than 30
179,2016,[0-30)
179,2017,greater than 30
179,2018,[0-30)
179,2019,[0-30)
179,2020,[0-30)
180,2003,[0-30)
180,2004,[0-30)
180,2005,greater than 30
180,2006,greater than 30
180,2007,greater than 30
180,2008,greater than 30
180,2009,greater than 30
180,2010,[0-30)
180,2011,greater than 30
180,2012,[0-30)
180,2013,[0-30)
180,2014,[0-30)
180,2015,[0-30)
181,2013,greater than 30
181,2017,[0-30)
181,2018,[0-30)
181,2019,greater than 30
182,1993,greater than 30
182,1994,greater than 30
182,1995,greater than 30
182,1996,greater than 30
182,1997,greater than 30
182,1998,greater than 30
182,1999,greater than 30
182,2001,[0-30)
182,2002,[0-30)
182,2003,greater than 30
182,2010,[0-30)
183,2009,[0-30)
183,2010,[0-30)
183,2011,[0-30)
184,1999,greater than 30
